graph,phons,cgram,genre,nmbre,frfrm,frlex,cfrlex,nvarphon,schwa,redcons,nvarsem,vimag,ngraphs,nphons,nsyll,igraph,iphons,mgraph,pugraph,puphon,nbhom,nbhomg,nbhomp,nvoisort,phons1,phons2,freqdigr
méridionaux,méRidïonO,NO,m,p,-1,-2,-2,0,0,0,0,0,11,9,4,xuanoidirém,OnoïdiRém,MERIDIONAUX,10,9,1,1,1,0,CVCVCYVCV,NVLVBYVNV,2.66
méridionaux,méRidïonO,AJ,m,p,-1,-2,-2,0,0,0,0,0,11,9,4,xuanoidirém,OnoïdiRém,MERIDIONAUX,10,9,1,1,1,0,CVCVCYVCV,NVLVBYVNV,2.66
meringue,m^Rêg,NO,f,,8,8,95,0,0,0,0,0,8,5,2,eugnirem,gêR^m,MERINGUE,9,6,0,0,0,1,CVCVC,NVLVB,2.87
meringuer,m^Rêgé,VB,,,-1,-1,-1,0,0,0,0,0,9,6,3,reugnirem,égêR^m,MERINGUER,9,6,0,0,0,0,CVCVCV,NVLVBV,2.89
mérinos,méRinOs,NO,m,,42,42,163,0,0,0,0,0,7,7,3,sonirém,sOniRém,MERINOS,5,5,0,0,0,0,CVCVCVC,NVLVNVS,2.48
merise,m^Riz,NO,f,,12,12,111,0,0,0,0,0,6,5,2,esirem,ziR^m,MERISE,6,6,0,0,0,1,CVCVC,NVLVZ,3.07
merisier,m^Rizïé,NO,m,,80,80,190,0,0,0,0,0,8,7,3,reisirem,éïziR^m,MERISIER,6,6,0,0,0,1,CVCVCYV,NVLVZYV,3.10
méritant,méRitâ,AJ,m,,136,136,213,0,0,0,0,0,8,6,3,tnatirém,âtiRém,MERITANT,9,7,0,0,0,0,CVCVCV,NVLVPV,2.93
méritante,méRitât,AJ,f,,-1,136,213,0,0,0,0,0,9,7,3,etnatirém,tâtiRém,MERITANTE,9,7,0,0,0,0,CVCVCVC,NVLVPVP,2.91
mérite,méRit,NO,m,,4164,4164,361,0,0,0,0,0,6,5,2,etirém,tiRém,MERITE,7,6,0,0,0,0,CVCVC,NVLVP,2.81
mériter,méRité,VB,,,4573,4573,366,0,0,0,0,0,7,6,3,retirém,étiRém,MERITER,7,6,0,0,0,2,CVCVCV,NVLVPV,2.95
méritoire,méRitüaR,AJ,h,,340,340,253,0,0,0,0,0,9,8,3,eriotirém,RaütiRém,MERITOIRE,6,6,0,0,0,0,CVCVCYVC,NVLVPYVL,2.96
merlan,mèRlâ,NO,m,,119,119,207,0,0,0,0,0,6,5,2,nalrem,âlRèm,MERLAN,5,5,0,0,0,1,CVCCV,NVLLV,2.55
merle,mèRl^,NO,m,,612,612,278,0,1,0,0,4,5,5,2,elrem,^lRèm,MERLE,5,5,0,0,0,4,CVCCV,NVLLV,2.89
merlin,mèRlê,NO,m,,8,8,95,0,0,0,0,0,6,5,2,nilrem,êlRèm,MERLIN,5,5,0,0,0,1,CVCCV,NVLLV,2.73
merlu,mèRly,NO,m,,-1,-1,-1,0,0,0,0,0,5,5,2,ulrem,ylRèm,MERLU,6,6,0,0,1,1,CVCCV,NVLLV,2.40
merluche,mèRly/,NO,f,,8,8,95,0,0,0,0,0,8,6,2,ehculrem,/ylRèm,MERLUCHE,6,6,0,0,0,0,CVCCVC,NVLLVS,2.59
merlus,mèRly,NO,m,,-1,-1,-1,0,0,0,0,0,6,5,2,sulrem,ylRèm,MERLUS,6,6,0,0,1,0,CVCCV,NVLLV,2.78
mérou,méRu,NO,m,,-1,-1,-1,0,0,0,0,0,5,4,2,uorém,uRém,MEROU,5,4,0,0,0,0,CVCV,NVLV,2.59
mérovingien,méRovêjïê,AJ,m,,144,144,216,0,0,0,0,0,11,9,4,neignivorém,êïjêvoRém,MEROVINGIEN,12,9,0,0,0,0,CVCVCVCYV,NVLVZVZYV,2.55
mérovingienne,méRovêjïèn,AJ,f,,-1,144,216,0,0,0,0,0,13,10,4,enneignivorém,nèïjêvoRém,MEROVINGIENNE,12,9,0,0,0,0,CVCVCVCYVC,NVLVZVZYVN,2.66
merveille,mèRvèï,NO,f,,3526,3526,354,0,0,0,0,0,9,6,2,ellievrem,ïèvRèm,MERVEILLE,10,7,0,0,0,0,CVCCVY,NVLZVY,2.88
merveilleuse,mèRvèïEz,NO,f,,-1,-3,-3,0,0,0,0,0,12,8,3,esuellievrem,zEïèvRèm,MERVEILLEUSE,13,9,1,1,1,0,CVCCVYVC,NVLZVYVZ,2.87
merveilleuse,mèRvèïEz,AJ,f,,-1,-1,-1,0,0,0,0,0,12,8,3,esuellievrem,zEïèvRèm,MERVEILLEUSE,13,9,1,1,1,0,CVCCVYVC,NVLZVYVZ,2.87
merveilleusement,mèRvèïEzmâ,AV,,,1454,1454,316,0,0,0,0,0,16,10,4,tnemesuellievrem,âmzEïèvRèm,MERVEILLEUSEMENT,13,9,0,0,0,0,CVCCVYVCCV,NVLZVYVZNV,2.95
merveilleux,mèRvèïE,NO,m,,6500,-2,-2,0,0,0,0,0,11,7,3,xuellievrem,EïèvRèm,MERVEILLEUX,11,8,1,1,1,0,CVCCVYV,NVLZVYV,2.85
merveilleux,mèRvèïE,AJ,m,,-1,-2,-2,0,0,0,0,0,11,7,3,xuellievrem,EïèvRèm,MERVEILLEUX,11,8,1,1,1,0,CVCCVYV,NVLZVYV,2.85
mésalliance,mézalïâs,NO,f,,76,76,188,0,0,0,0,0,11,8,3,ecnaillasém,sâïlazém,MESALLIANCE,8,7,0,0,0,0,CVCVCYVC,NVZVLYVS,2.75
mésallier,mézalïé,VB,,,8,8,95,0,0,0,0,0,9,7,3,reillasém,éïlazém,MESALLIER,8,7,0,0,0,0,CVCVCYV,NVZVLYV,2.82
mésange,mézâj,NO,f,,144,144,216,0,0,0,0,0,7,5,2,egnasém,jâzém,MESANGE,5,5,0,0,0,1,CVCVC,NVZVZ,2.60
mésaventure,mézavâtyR,NO,f,,212,212,232,0,0,0,0,0,11,9,4,erutnevasém,Rytâvazém,MESAVENTURE,5,5,0,0,0,0,CVCVCVCVC,NVZVZVPVL,2.84
mescaline,mèskalin,NO,f,,29,29,147,0,0,0,0,0,9,8,3,enilacsem,nilaksèm,MESCALINE,4,5,0,0,0,0,CVCCVCVC,NVSPVLVN,2.76
mésentente,mézâtât,NO,f,,157,157,219,0,0,0,0,0,10,7,3,etnetnesém,tâtâzém,MESENTENTE,7,6,0,0,0,0,CVCVCVC,NVZVPVP,2.97
mésentère,mézâtèR,NO,m,,0,0,0,0,0,0,0,0,9,7,3,erètnesém,Rètâzém,MESENTERE,7,6,0,0,0,0,CVCVCVC,NVZVPVL,2.23
mésestime,mézèstim,NO,f,,38,38,159,0,0,0,0,0,9,8,3,emitsesém,mitsèzém,MESESTIME,10,9,0,0,0,0,CVCVCCVC,NVZVSPVN,2.76
mésestimer,mézèstimé,VB,,,38,38,159,0,0,0,0,0,10,9,4,remitsesém,émitsèzém,MESESTIMER,10,9,0,0,0,0,CVCVCCVCV,NVZVSPVNV,2.84
mésintelligence,mézêtélijâs,NO,f,,21,21,134,0,0,0,0,0,15,11,5,ecnegilletnisém,sâjilétêzém,MESINTELLIGENCE,4,4,0,0,0,0,CVCVCVCVCV,NVZVPVLVZV,2.84
mésolithique,mézolitik,NO,m,,-1,-1,-1,0,0,0,0,0,12,9,4,euqihtilosém,kitilozém,MESOLITHIQUE,4,4,1,1,1,0,CVCVCVCVC,NVZVLVPVP,2.55
mésolithique,mézolitik,AJ,h,,-1,-1,-1,0,0,0,0,0,12,9,4,euqihtilosém,kitilozém,MESOLITHIQUE,4,4,1,1,1,0,CVCVCVCVC,NVZVLVPVP,2.55
mesquin,mèskê,AJ,m,,604,604,278,0,0,0,0,0,7,5,2,niuqsem,êksèm,MESQUIN,8,5,0,0,0,0,CVCCV,NVSPV,2.76
mesquine,mèskin,AJ,f,,-1,604,278,0,0,0,0,0,8,6,2,eniuqsem,niksèm,MESQUINE,9,7,0,0,0,0,CVCCVC,NVSPVN,2.88
mesquinement,mèskinmâ,AV,,,29,29,147,0,0,0,0,0,12,8,3,tnemeniuqsem,âmniksèm,MESQUINEMENT,9,7,0,0,0,0,CVCCVCCV,NVSPVNNV,2.94
mesquinerie,mèskinRi,NO,f,,165,165,222,0,0,0,0,0,11,8,3,eireniuqsem,iRniksèm,MESQUINERIE,9,7,0,0,0,0,CVCCVCCV,NVSPVNLV,2.81
mess,mès,NO,m,,114,114,206,0,0,0,0,0,4,3,1,ssem,sèm,MESS,5,4,0,0,1,2,CVC,NVS,2.03
message,mésaj,NO,m,,2795,2795,344,0,0,0,0,0,7,5,2,egassem,jasém,MESSAGE,8,6,0,0,0,1,CVCVC,NVSVZ,2.77
messager,mésajé,NO,m,,735,735,286,0,0,0,0,0,8,6,3,regassem,éjasém,MESSAGER,9,6,0,0,0,0,CVCVCV,NVSVZV,2.87
messagère,mésajèR,NO,f,,-1,735,286,0,0,0,0,0,9,7,3,erègassem,Rèjasém,MESSAGERE,7,6,0,0,0,0,CVCVCVC,NVSVZVL,2.22
messagerie,mésajRi,NO,f,,93,93,197,0,0,0,0,0,10,7,3,eiregassem,iRjasém,MESSAGERIE,9,6,0,0,0,0,CVCVCCV,NVSVZLV,2.78
messe,mès,NO,f,,4649,4649,366,0,0,0,0,0,5,3,1,essem,sèm,MESSE,5,4,0,0,1,4,CVC,NVS,3.03
messianique,mésïanik,AJ,h,,72,72,186,0,0,0,0,0,11,8,3,euqinaissem,kinaïsém,MESSIANIQUE,6,5,0,0,0,0,CVCYVCVC,NVSYVNVP,2.89
messie,mési,NO,m,,268,268,242,0,0,0,0,0,6,4,2,eissem,isém,MESSIE,7,5,0,0,0,1,CVCV,NVSV,2.87
messieurs,mésïE,NO,m,p,-1,5347,372,0,0,0,0,0,9,5,2,srueissem,Eïsém,MESSIEURS,7,5,0,0,0,0,CVCYV,NVSYV,2.95
messire,mésiR,NO,m,,76,76,188,0,0,0,0,0,7,5,2,erissem,Risém,MESSIRE,6,5,0,0,0,0,CVCVC,NVSVL,3.10
mesurable,m^zyRabl^,AJ,h,,242,242,238,0,1,0,0,0,9,9,4,elbarusem,^lbaRyz^m,MESURABLE,6,6,0,0,0,0,CVCVCVCCV,NVZVLVBLV,2.84
mesure,m^zyR,NO,f,,24415,24415,438,0,1,0,0,2,6,5,2,erusem,Ryz^m,MESURE,7,6,0,0,0,2,CVCVC,NVZVL,2.96
mesuré,m^zyRé,AJ,m,,1659,1659,322,0,0,0,0,0,6,6,3,érusem,éRyz^m,MESURE,7,6,0,0,2,1,CVCVCV,NVZVLV,2.61
mesurée,m^zyRé,AJ,f,,-1,1659,322,0,0,0,0,0,7,6,3,eérusem,éRyz^m,MESUREE,7,6,0,0,2,0,CVCVCV,NVZVLV,2.65
mesurer,m^zyRé,VB,,,4211,4211,362,0,0,0,0,0,7,6,3,rerusem,éRyz^m,MESURER,7,6,0,0,2,0,CVCVCV,NVZVLV,2.96
mésuser,mézyzé,VB,,,25,25,141,0,0,0,0,0,7,6,3,resusém,ézyzém,MESUSER,4,4,0,0,0,1,CVCVCV,NVZVZV,2.67
métabolisme,métabolism^,NO,m,,127,127,210,0,1,0,0,0,11,11,5,emsilobatém,^msilobatém,METABOLISME,5,5,0,0,0,0,CVCVCVCVCC,NVPVBVLVSN,2.52
métacarpe,métakaRp^,NO,m,,4,4,69,0,1,0,0,0,9,9,4,epracatém,^pRakatém,METACARPE,5,5,0,0,0,0,CVCVCVCCV,NVPVPVLPV,2.37
métairie,météRi,NO,f,,1076,1076,303,0,0,0,0,0,8,6,3,eiriatém,iRétém,METAIRIE,5,5,0,0,0,0,CVCVCV,NVPVLV,2.78
métal,métal,NO,m,,2233,2233,334,0,0,0,0,4,5,5,2,latém,latém,METAL,6,6,0,0,0,1,CVCVC,NVPVL,2.49
métallifère,métalifèR,AJ,h,,-1,-1,-1,0,0,0,0,0,11,9,4,erèfillatém,Rèfilatém,METALLIFERE,8,7,0,0,0,0,CVCVCVCVC,NVPVLVSVL,2.19
métallique,métalik,AJ,h,,901,901,295,0,0,0,0,0,10,7,3,euqillatém,kilatém,METALLIQUE,8,7,0,0,0,0,CVCVCVC,NVPVLVP,2.76
métallisation,métalizAsïô,NO,f,,-1,-1,-1,0,0,0,0,0,13,11,5,noitasillatém,ôïsAzilatém,METALLISATION,9,8,0,0,0,0,CVCVCVCVCY,NVPVLVZVSY,2.82
métalliser,métalizé,VB,,,-1,-1,-1,0,0,0,0,0,10,8,4,resillatém,ézilatém,METALLISER,9,8,0,0,0,0,CVCVCVCV,NVPVLVZV,2.84
métallo,métalO,NO,m,,17,17,125,0,0,0,0,0,7,6,3,ollatém,Olatém,METALLO,8,6,0,0,0,0,CVCVCV,NVPVLV,2.30
métalloïde,métaloid,NO,m,,8,8,95,0,0,0,0,0,10,8,4,edïollatém,diolatém,METALLOIDE,8,6,0,0,0,0,CVCVCVVC,NVPVLVVB,2.32
métallurgie,métalyRji,NO,f,,89,89,195,0,0,0,0,0,11,9,4,eigrullatém,ijRylatém,METALLURGIE,11,10,0,0,0,0,CVCVCVCCV,NVPVLVLZV,2.59
métallurgique,métalyRjik,AJ,h,,76,76,188,0,0,0,0,0,13,10,4,euqigrullatém,kijRylatém,METALLURGIQUE,11,10,0,0,0,0,CVCVCVCCVC,NVPVLVLZVP,2.68
métallurgiste,métalyRjist^,NO,m,,102,102,201,0,1,0,0,0,13,12,5,etsigrullatém,^tsijRylatém,METALLURGISTE,11,10,0,0,0,0,CVCVCVCCVC,NVPVLVLZVS,2.68
métamorphique,métamoRfik,AJ,h,,-1,-1,-1,0,0,0,0,0,13,10,4,euqihpromatém,kifRomatém,METAMORPHIQUE,11,10,0,0,0,0,CVCVCVCCVC,NVPVNVLSVP,2.46
métamorphisme,métamoRfism^,NO,m,,8,8,95,0,1,0,0,0,13,12,5,emsihpromatém,^msifRomatém,METAMORPHISME,11,10,0,0,0,0,CVCVCVCCVC,NVPVNVLSVS,2.40
métamorphose,métamoRfOz,NO,f,,1080,1080,303,0,0,0,0,0,12,10,4,esohpromatém,zOfRomatém,METAMORPHOSE,13,11,0,0,0,0,CVCVCVCCVC,NVPVNVLSVZ,2.42
métamorphoser,métamoRfOzé,VB,,,182,182,226,0,0,0,0,0,13,11,5,resohpromatém,ézOfRomatém,METAMORPHOSER,13,11,0,0,0,0,CVCVCVCCVC,NVPVNVLSVZ,2.50
métaphore,métafoR,NO,f,,1808,1808,325,0,0,0,0,0,9,7,3,erohpatém,Rofatém,METAPHORE,9,8,0,0,0,0,CVCVCVC,NVPVSVL,2.57
métaphorique,métafoRik,AJ,h,,148,148,217,0,0,0,0,0,12,9,4,euqirohpatém,kiRofatém,METAPHORIQUE,13,10,0,0,0,0,CVCVCVCVC,NVPVSVLVP,2.60
métaphoriquement,métafoRikmâ,AV,,,51,51,171,0,0,0,0,0,16,11,5,tnemeuqirohpatém,âmkiRofatém,METAPHORIQUEMENT,13,10,0,0,0,0,CVCVCVCVCC,NVPVSVLVPN,2.72
métaphysicien,métafizisïê,NO,m,,455,455,265,0,0,0,0,0,13,11,5,neicisyhpatém,êïsizifatém,METAPHYSICIEN,14,11,0,0,0,0,CVCVCVCVCY,NVPVSVZVSY,2.38
métaphysicienne,métafizisïèn,NO,f,,-1,455,265,0,0,0,0,0,15,12,5,enneicisyhpatém,nèïsizifatém,METAPHYSICIENNE,14,11,0,0,0,0,CVCVCVCVCY,NVPVSVZVSY,2.50
métaphysique,métafizik,NO,f,,5534,-2,-2,0,0,0,0,2,12,9,4,euqisyhpatém,kizifatém,METAPHYSIQUE,13,10,1,1,1,0,CVCVCVCVC,NVPVSVZVP,2.38
métaphysique,métafizik,AJ,h,,-1,-2,-2,0,0,0,0,0,12,9,4,euqisyhpatém,kizifatém,METAPHYSIQUE,13,10,1,1,1,0,CVCVCVCVC,NVPVSVZVP,2.38
métaphysiquement,métafizikmâ,AV,,,212,212,232,0,0,0,0,0,16,11,5,tnemeuqisyhpatém,âmkizifatém,METAPHYSIQUEMENT,13,10,0,0,0,0,CVCVCVCVCC,NVPVSVZVPN,2.56
métatarse,métataRs^,NO,m,,0,0,0,0,1,0,0,0,9,9,4,esratatém,^sRatatém,METATARSE,5,5,0,0,0,0,CVCVCVCCV,NVPVPVLSV,2.68
métaux,métO,NO,m,p,-1,2233,334,0,0,0,0,0,6,4,2,xuatém,Otém,METAUX,5,4,0,0,0,1,CVCV,NVPV,2.53
métayage,métèïaj,NO,m,,8,8,95,0,0,0,0,0,8,7,3,egayatém,jaïètém,METAYAGE,6,6,0,0,0,0,CVCVYVC,NVPVYVZ,2.31
métayer,météïé,NO,m,,889,889,294,0,0,0,0,0,7,6,3,reyatém,éïétém,METAYER,6,5,0,0,0,0,CVCVYV,NVPVYV,2.47
métayère,métèïèR,NO,f,,-1,889,294,0,0,0,0,0,8,7,3,erèyatém,Rèïètém,METAYERE,6,6,0,0,0,0,CVCVYVC,NVPVYVL,1.86
métazoaire,métazoèR,NO,m,,46,46,167,0,0,0,0,0,10,8,4,eriaozatém,Rèozatém,METAZOAIRE,5,5,0,0,0,0,CVCVCVVC,NVPVZVVL,2.17
méteil,métèï,NO,m,,8,8,95,0,0,0,0,0,6,5,2,lietém,ïètém,METEIL,5,6,0,0,0,0,CVCVY,NVPVY,2.68
métempsycose,métâpsikOz,NO,f,,42,42,163,0,0,0,0,0,12,10,4,esocyspmetém,zOkispâtém,METEMPSYCOSE,5,4,0,0,0,0,CVCVCCVCVC,NVPVPSVPVZ,2.23
météo,météO,NO,f,,46,46,167,0,0,0,0,0,5,5,3,oétém,Oétém,METEO,6,5,0,0,0,1,CVCVV,NVPVV,1.64
météore,météoR,NO,f,,127,127,210,0,0,0,0,0,7,6,3,eroétém,Roétém,METEORE,7,7,0,0,0,0,CVCVVC,NVPVVL,2.48
météorique,météoRik,AJ,h,,8,8,95,0,0,0,0,0,10,8,4,euqiroétém,kiRoétém,METEORIQUE,8,8,0,0,0,0,CVCVVCVC,NVPVVLVP,2.55
météorite,météoRit,NO,h,,4,4,69,0,0,0,0,0,9,8,4,etiroétém,tiRoétém,METEORITE,8,8,0,0,0,0,CVCVVCVC,NVPVVLVP,2.51
météorologie,météoRoloji,NO,f,,63,63,180,0,0,0,0,0,12,11,6,eigoloroétém,ijoloRoétém,METEOROLOGIE,12,12,0,0,0,0,CVCVVCVCVC,NVPVVLVLVZ,2.37
météorologique,météoRolojik,AJ,h,,80,80,190,0,0,0,0,0,14,12,6,euqigoloroétém,kijoloRoétém,METEOROLOGIQUE,12,12,0,0,0,0,CVCVVCVCVC,NVPVVLVLVZ,2.48
météorologiste,météoRolojist^,NO,h,,12,12,111,0,1,0,0,0,14,14,7,etsigoloroétém,^tsijoloRoétém,METEOROLOGISTE,12,12,0,0,0,0,CVCVVCVCVC,NVPVVLVLVZ,2.48
métèque,métèk,NO,m,,110,110,204,0,0,0,0,0,7,5,2,euqètém,kètém,METEQUE,4,5,0,0,0,0,CVCVC,NVPVP,1.84
méthane,métan,NO,m,,-1,-1,-1,0,0,0,0,0,7,5,2,enahtém,natém,METHANE,5,5,0,0,0,0,CVCVC,NVPVN,2.62
méthode,métod,NO,f,,8168,8168,391,0,0,0,0,0,7,5,2,edohtém,dotém,METHODE,7,6,0,0,0,0,CVCVC,NVPVB,2.38
méthodique,métodik,AJ,h,,782,782,289,0,0,0,0,0,10,7,3,euqidohtém,kidotém,METHODIQUE,11,8,0,0,0,0,CVCVCVC,NVPVBVP,2.42
méthodiquement,métodikmâ,AV,,,306,306,248,0,0,0,0,0,14,9,4,tnemeuqidohtém,âmkidotém,METHODIQUEMENT,11,8,0,0,0,0,CVCVCVCCV,NVPVBVPNV,2.62
méthodologie,métodoloji,NO,f,,29,29,147,0,0,0,0,0,12,10,5,eigolodohtém,ijolodotém,METHODOLOGIE,7,6,0,0,0,0,CVCVCVCVCV,NVPVBVLVZV,2.22
méthylène,métilèn,NO,m,,-1,-1,-1,0,0,0,0,0,9,7,3,enèlyhtém,nèlitém,METHYLENE,5,5,0,0,0,0,CVCVCVC,NVPVLVN,1.50
méticuleuse,métikylEz,AJ,f,,-1,463,266,0,0,0,0,0,11,9,4,esuelucitém,zElykitém,METICULEUSE,12,10,0,0,0,0,CVCVCVCVC,NVPVPVLVZ,2.73
méticuleusement,métikylEzmâ,AV,,,106,106,202,0,0,0,0,0,15,11,5,tnemesuelucitém,âmzElykitém,METICULEUSEMENT,12,10,0,0,0,0,CVCVCVCVCC,NVPVPVLVZN,2.85
méticuleux,métikylE,AJ,m,,463,463,266,0,0,0,0,0,10,8,4,xuelucitém,Elykitém,METICULEUX,10,9,0,0,0,0,CVCVCVCV,NVPVPVLV,2.69
méticulosité,métikylOzité,NO,f,,38,38,159,0,0,0,0,0,12,12,6,étisolucitém,étizOlykitém,METICULOSITE,8,8,0,0,0,0,CVCVCVCVCV,NVPVPVLVZV,2.64
métier,métïé,NO,m,,8117,8117,390,0,0,0,0,3,6,5,2,reitém,éïtém,METIER,5,4,0,0,0,2,CVCYV,NVPYV,2.92
métis,métis,NO,m,,-1,-2,-2,0,0,0,0,0,5,5,2,sitém,sitém,METIS,6,6,1,1,3,0,CVCVC,NVPVS,2.72
métis,métis,AJ,m,,144,-2,-2,0,0,0,0,0,5,5,2,sitém,sitém,METIS,6,6,1,1,3,0,CVCVC,NVPVS,2.72
métissage,métisaj,NO,m,,21,21,134,0,0,0,0,0,9,7,3,egassitém,jasitém,METISSAGE,7,6,0,0,0,0,CVCVCVC,NVPVSVZ,2.69
métisse,métis,NO,f,,-1,-2,-2,0,0,0,0,0,7,5,2,essitém,sitém,METISSE,8,6,1,1,3,1,CVCVC,NVPVS,2.84
métisse,métis,AJ,f,,-1,-2,-2,0,0,0,0,0,7,5,2,essitém,sitém,METISSE,8,6,1,1,3,1,CVCVC,NVPVS,2.84
métisser,métisé,VB,,,-1,-1,-1,0,0,0,0,0,8,6,3,ressitém,ésitém,METISSER,8,6,0,0,0,1,CVCVCV,NVPVSV,2.92
métonymie,métonimi,NO,f,,0,0,0,0,0,0,0,0,9,8,4,eimynotém,iminotém,METONYMIE,9,9,0,0,0,0,CVCVCVCV,NVPVNVNV,2.14
métonymique,métonimik,AJ,h,,-1,-1,-1,0,0,0,0,0,11,9,4,euqimynotém,kiminotém,METONYMIQUE,9,9,0,0,0,0,CVCVCVCVC,NVPVNVNVP,2.33
métrage,métRaj,NO,m,,21,21,134,0,0,0,0,0,7,6,2,egartém,jaRtém,METRAGE,5,5,0,0,0,0,CVCCVC,NVPLVZ,2.73
mètre,mètR^,NO,m,,7168,7168,385,0,1,0,1,3,5,5,2,ertèm,^Rtèm,METRE,3,6,0,0,2,1,CVCCV,NVPLV,1.85
métrer,métRé,VB,,,4,4,69,0,0,0,0,0,6,5,2,rertém,éRtém,METRER,6,5,0,0,0,1,CVCCV,NVPLV,2.97
métreur,métReR,NO,m,,-1,-1,-1,0,0,0,0,0,7,6,2,ruertém,ReRtém,METREUR,7,5,0,0,0,0,CVCCVC,NVPLVL,2.93
métreuse,métREz,NO,f,,-1,-1,-1,0,0,0,0,0,8,6,2,esuertém,zERtém,METREUSE,7,5,0,0,0,0,CVCCVC,NVPLVZ,2.88
métrique,métRik,NO,f,,-1,-2,-2,0,0,0,0,0,8,6,2,euqirtém,kiRtém,METRIQUE,6,6,1,1,1,0,CVCCVC,NVPLVP,2.85
métrique,métRik,AJ,h,,174,-2,-2,0,0,0,0,0,8,6,2,euqirtém,kiRtém,METRIQUE,6,6,1,1,1,0,CVCCVC,NVPLVP,2.85
métrite,métRit,NO,f,,8,8,95,0,0,0,0,0,7,6,2,etirtém,tiRtém,METRITE,6,6,0,0,0,0,CVCCVC,NVPLVP,2.86
métro,métRO,NO,m,,1454,1454,316,0,0,0,0,5,5,5,2,ortém,ORtém,METRO,6,5,0,0,0,1,CVCCV,NVPLV,2.23
métronome,métRonom,NO,m,,55,55,174,0,0,0,0,0,9,8,3,emonortém,monoRtém,METRONOME,6,6,0,0,0,0,CVCCVCVC,NVPLVNVN,2.83
métropole,métRopol,NO,f,,642,642,280,0,0,0,0,0,9,8,3,eloportém,lopoRtém,METROPOLE,9,9,0,0,0,0,CVCCVCVC,NVPLVPVL,2.71
métropolitain,métRopolitê,AJ,m,,242,242,238,0,0,0,0,0,13,11,5,niatiloportém,êtilopoRtém,METROPOLITAIN,14,11,0,0,0,0,CVCCVCVCVC,NVPLVPVLVP,2.73
métropolitaine,métRopolitèn,AJ,f,,-1,242,238,0,0,0,0,0,14,12,5,eniatiloportém,nètilopoRtém,METROPOLITAINE,14,11,0,0,0,0,CVCCVCVCVC,NVPLVPVLVP,2.79
métropolite,métRopolit,NO,m,,8,8,95,0,0,0,0,0,11,10,4,etiloportém,tilopoRtém,METROPOLITE,11,11,0,0,0,0,CVCCVCVCVC,NVPLVPVLVP,2.69
mets,mè,NO,m,,667,667,282,0,0,0,0,0,4,2,1,stem,èm,METS,4,3,0,0,4,2,CV,NV,2.22
mettable,mètabl^,AJ,h,,4,4,69,0,1,0,0,0,8,7,3,elbattem,^lbatèm,METTABLE,5,4,0,0,0,0,CVCVCCV,NVPVBLV,2.87
metteur,mèteR,NO,m,,357,357,255,0,0,0,0,0,7,5,2,ruettem,Retèm,METTEUR,7,4,0,0,0,1,CVCVC,NVPVL,3.03
metteuse,mètEz,NO,f,,-1,-1,-1,0,0,0,0,0,8,5,2,esuettem,zEtèm,METTEUSE,7,4,0,0,0,1,CVCVC,NVPVZ,2.96
mettre,mètR^,VB,,,68043,68043,483,0,1,0,0,0,6,5,2,erttem,^Rtèm,METTRE,5,6,0,0,2,1,CVCCV,NVPLV,3.18
meuble,mebl^,NO,m,,4394,-2,-2,0,1,0,1,0,6,5,2,elbuem,^lbem,MEUBLE,7,5,1,1,1,1,CVCCV,NVBLV,2.90
meuble,mebl^,AJ,h,,-1,-2,-2,0,1,0,1,0,6,5,2,elbuem,^lbem,MEUBLE,7,5,1,1,1,1,CVCCV,NVBLV,2.90
meublé,meblé,AJ,m,,51,51,171,0,0,0,0,0,6,5,2,élbuem,élbem,MEUBLE,7,5,0,0,2,1,CVCCV,NVBLV,2.52
meublée,meblé,AJ,f,,-1,51,171,0,0,0,0,0,7,5,2,eélbuem,élbem,MEUBLEE,7,5,0,0,2,0,CVCCV,NVBLV,2.55
meubler,meblé,VB,,,336,336,252,0,0,0,0,0,7,5,2,relbuem,élbem,MEUBLER,7,5,0,0,2,1,CVCCV,NVBLV,2.94
meuglement,mEgl^mâ,NO,m,,114,114,206,0,0,0,0,0,10,7,3,tnemelguem,âm^lgEm,MEUGLEMENT,7,5,0,0,0,1,CVCCVCV,NVBLVNV,2.87
meugler,mEglé,VB,,,89,89,195,0,0,0,0,0,7,5,2,relguem,élgEm,MEUGLER,7,5,0,0,0,2,CVCCV,NVBLV,2.77
meule,mEl,NO,f,,718,718,285,0,0,0,1,0,5,3,1,eluem,lEm,MEULE,6,4,0,0,0,5,CVC,NVL,3.11
meuler,mElé,VB,,,-1,-1,-1,0,0,0,0,0,6,4,2,reluem,élEm,MEULER,6,4,0,0,0,2,CVCV,NVLV,3.12
meulière,mElïèR,NO,f,,-1,-1,-1,0,0,0,0,0,8,6,2,erèiluem,RèïlEm,MEULIERE,5,4,1,1,1,1,CVCYVC,NVLYVL,2.21
meulière,mElïèR,AJ,f,,-1,-1,-1,0,0,0,0,0,8,6,2,erèiluem,RèïlEm,MEULIERE,5,4,1,1,1,1,CVCYVC,NVLYVL,2.21
meunerie,mEnRi,NO,f,,12,12,111,0,0,0,0,0,8,5,2,eirenuem,iRnEm,MEUNERIE,5,4,0,0,0,0,CVCCV,NVNLV,2.82
meunier,mEnïé,NO,m,,272,-2,-2,0,0,0,0,0,7,5,2,reinuem,éïnEm,MEUNIER,6,5,1,1,1,0,CVCYV,NVNYV,3.00
