graph,phons,cgram,genre,nmbre,frfrm,frlex,cfrlex,nvarphon,schwa,redcons,nvarsem,vimag,ngraphs,nphons,nsyll,igraph,iphons,mgraph,pugraph,puphon,nbhom,nbhomg,nbhomp,nvoisort,phons1,phons2,freqdigr
méli-mélo,mélimélO,NO,m,,17,17,125,0,0,0,0,0,9,8,4,olém-ilém,Olémilém,MELI-MELO,5,5,0,0,0,0,CVCVCVCV,NVLVNVLV,1.63
mélioratif,mélïoRatif,AJ,m,,-1,-1,-1,0,0,0,0,0,10,10,4,fitaroilém,fitaRoïlém,MELIORATIF,10,10,0,0,0,0,CVCYVCVCVC,NVLYVLVPVS,2.68
méliorative,mélïoRativ,AJ,f,,-1,-1,-1,0,0,0,0,0,11,10,4,evitaroilém,vitaRoïlém,MELIORATIVE,10,10,0,0,0,0,CVCYVCVCVC,NVLYVLVPVZ,2.65
mélisse,mélis,NO,f,,29,29,147,0,0,0,0,0,7,5,2,essilém,silém,MELISSE,5,5,0,0,0,2,CVCVC,NVLVS,2.70
mélo,mélO,NO,m,,38,38,159,0,0,0,0,0,4,4,2,olém,Olém,MELO,5,4,0,0,0,1,CVCV,NVLV,1.60
mélodie,mélodi,NO,f,,1391,1391,314,0,0,0,0,4,7,6,3,eidolém,idolém,MELODIE,8,7,0,0,0,0,CVCVCV,NVLVBV,2.31
mélodieuse,mélodïEz,AJ,f,,-1,233,236,0,0,0,0,0,10,8,3,esueidolém,zEïdolém,MELODIEUSE,11,9,0,0,0,0,CVCVCYVC,NVLVBYVZ,2.59
mélodieusement,mélodïEzmâ,AV,,,34,34,154,0,0,0,0,0,14,10,4,tnemesueidolém,âmzEïdolém,MELODIEUSEMENT,11,9,0,0,0,0,CVCVCYVCCV,NVLVBYVZNV,2.77
mélodieux,mélodïE,AJ,m,,233,233,236,0,0,0,0,0,9,7,3,xueidolém,Eïdolém,MELODIEUX,9,8,0,0,0,0,CVCVCYV,NVLVBYV,2.53
mélodique,mélodik,AJ,h,,293,293,246,0,0,0,0,0,9,7,3,euqidolém,kidolém,MELODIQUE,7,7,0,0,0,0,CVCVCVC,NVLVBVP,2.51
mélodramatique,mélodRamatik,AJ,h,,46,46,167,0,0,0,0,0,14,12,5,euqitamardolém,kitamaRdolém,MELODRAMATIQUE,9,9,0,0,0,0,CVCVCCVCVC,NVLVBLVNVP,2.65
mélodrame,mélodRam,NO,m,,263,263,242,0,0,0,0,0,9,8,3,emardolém,maRdolém,MELODRAME,9,9,0,0,0,0,CVCVCCVC,NVLVBLVN,2.53
mélomane,méloman,NO,h,,25,-2,-2,0,0,0,0,0,8,7,3,enamolém,namolém,MELOMANE,5,5,1,1,1,0,CVCVCVC,NVLVNVN,2.77
mélomane,méloman,AJ,h,,-1,-2,-2,0,0,0,0,0,8,7,3,enamolém,namolém,MELOMANE,5,5,1,1,1,0,CVCVCVC,NVLVNVN,2.77
melon,m^lô,NO,m,,795,795,290,0,1,0,0,0,5,4,2,nolem,ôl^m,MELON,4,3,0,0,0,2,CVCV,NVLV,2.99
mélopée,mélopé,NO,f,,174,174,224,0,0,0,0,0,7,6,3,eépolém,épolém,MELOPEE,5,5,0,0,0,0,CVCVCV,NVLVPV,2.25
membrane,mâbRan,NO,f,,302,302,248,0,0,0,0,0,8,6,2,enarbmem,naRbâm,MEMBRANE,9,7,0,0,0,0,CVCCVC,NVBLVN,2.96
membraneuse,mâbRanEz,AJ,f,,-1,12,111,0,0,0,0,0,11,8,3,esuenarbmem,zEnaRbâm,MEMBRANEUSE,10,8,0,0,0,0,CVCCVCVC,NVBLVNVZ,2.90
membraneux,mâbRanE,AJ,m,,12,12,111,0,0,0,0,0,10,7,3,xuenarbmem,EnaRbâm,MEMBRANEUX,10,8,0,0,0,0,CVCCVCV,NVBLVNV,2.88
membre,mâbR^,NO,m,,6977,6977,384,0,1,0,0,3,6,5,2,erbmem,^Rbâm,MEMBRE,6,5,0,0,0,0,CVCCV,NVBLV,2.93
membrure,mâbRyR,NO,f,,85,85,193,0,0,0,0,0,8,6,2,erurbmem,RyRbâm,MEMBRURE,6,5,0,0,0,0,CVCCVC,NVBLVL,2.82
mémé,mémé,NO,f,,63,63,180,0,0,0,0,0,4,4,2,émém,émém,MEME,4,4,0,0,0,0,CVCV,NVNV,1.95
même,mèm,AJ,h,,366302,-2,-2,0,0,0,0,0,4,3,1,emêm,mèm,MEME,5,4,2,2,2,2,CVC,NVN,2.80
même,mèm,AV,,,-1,-2,-2,0,0,0,0,0,4,3,1,emêm,mèm,MEME,5,4,2,2,2,2,CVC,NVN,2.80
même,mèm,PN,h,,-1,-2,-2,0,0,0,0,0,4,3,1,emêm,mèm,MEME,5,4,2,2,2,2,CVC,NVN,2.80
mêmement,mèmmâ,AV,,,63,63,180,0,0,0,0,0,8,5,2,tnememêm,âmmèm,MEMEMENT,5,4,0,0,0,0,CVCCV,NVNNV,3.01
mémento,mémêtO,NO,m,,93,93,197,0,0,0,0,0,7,6,3,otnemém,Otêmém,MEMENTO,4,4,0,0,0,0,CVCVCV,NVNVPV,2.45
mémère,mémèR,NO,f,,17,17,125,0,0,0,0,0,6,5,2,erèmém,Rèmém,MEMERE,4,4,0,0,0,1,CVCVC,NVNVL,1.64
mémoire,mémüaR,NO,f,,12129,12129,408,0,0,0,1,0,7,6,2,eriomém,Raümém,MEMOIRE,8,4,0,0,1,0,CVCYVC,NVNYVL,2.82
mémoires,mémüaR,NO,f,p,-1,-1,-1,0,0,0,0,0,8,6,2,seriomém,Raümém,MEMOIRES,8,4,0,0,1,0,CVCYVC,NVNYVL,2.75
mémorable,mémoRabl^,AJ,h,,395,395,259,0,1,0,0,0,9,9,4,elbaromém,^lbaRomém,MEMORABLE,7,6,0,0,0,0,CVCVCVCCV,NVNVLVBLV,2.66
mémorandum,mémoRâdom,NO,m,,229,229,236,0,0,0,0,0,10,9,4,mudnaromém,modâRomém,MEMORANDUM,7,6,0,0,0,0,CVCVCVCVC,NVNVLVBVN,2.45
mémorialiste,mémoRïalist^,NO,h,,72,72,186,0,1,0,0,0,12,12,5,etsilairomém,^tsilaïRomém,MEMORIALISTE,7,6,0,0,0,0,CVCVCYVCVC,NVNVLYVLVS,2.65
mémorisation,mémoRizAsïô,NO,f,,-1,-1,-1,0,0,0,0,0,12,11,5,noitasiromém,ôïsAziRomém,MEMORISATION,8,8,0,0,0,0,CVCVCVCVCY,NVNVLVZVSY,2.77
mémoriser,mémoRizé,VB,,,-1,-1,-1,0,0,0,0,0,9,8,4,resiromém,éziRomém,MEMORISER,8,8,0,0,0,0,CVCVCVCV,NVNVLVZV,2.78
menaçant,m^nasâ,AJ,m,,1650,1650,321,0,0,0,0,0,8,6,3,tnaçanem,âsan^m,MENACANT,9,7,0,0,0,0,CVCVCV,NVNVSV,2.68
menaçante,m^nasât,AJ,f,,-1,1650,321,0,0,0,0,0,9,7,3,etnaçanem,tâsan^m,MENACANTE,9,7,0,0,0,0,CVCVCVC,NVNVSVP,2.69
menace,m^nas,NO,f,,4496,4496,365,0,0,0,0,0,6,5,2,ecanem,san^m,MENACE,7,6,0,0,0,1,CVCVC,NVNVS,2.98
menacer,m^nasé,VB,,,3769,3769,357,0,0,0,0,0,7,6,3,recanem,ésan^m,MENACER,7,6,0,0,0,0,CVCVCV,NVNVSV,2.97
ménade,ménad,NO,f,,34,34,154,0,0,0,0,0,6,5,2,edaném,daném,MENADE,5,5,0,0,0,1,CVCVC,NVNVB,2.56
ménage,ménaj,NO,m,,3782,3782,357,0,0,0,0,0,6,5,2,eganém,janém,MENAGE,7,6,0,0,0,1,CVCVC,NVNVZ,2.44
ménagement,ménajmâ,NO,m,,540,540,273,0,0,0,0,0,10,7,3,tnemeganém,âmjaném,MENAGEMENT,7,6,0,0,0,0,CVCVCCV,NVNVZNV,2.77
ménager,ménajé,VB,,,1977,1829,326,0,0,0,0,0,7,6,3,reganém,éjaném,MENAGER,8,6,1,1,1,1,CVCVCV,NVNVZV,2.61
ménager,ménajé,AJ,m,,-1,148,217,0,0,0,0,0,7,6,3,reganém,éjaném,MENAGER,8,6,1,1,1,1,CVCVCV,NVNVZV,2.61
ménagère,ménajèR,NO,f,,701,701,284,0,0,0,0,0,8,7,3,erèganém,Rèjaném,MENAGERE,6,6,1,1,1,0,CVCVCVC,NVNVZVL,1.91
ménagère,ménajèR,AJ,f,,-1,148,217,0,0,0,0,0,8,7,3,erèganém,Rèjaném,MENAGERE,6,6,1,1,1,0,CVCVCVC,NVNVZVL,1.91
ménagerie,ménajRi,NO,f,,246,246,239,0,0,0,0,0,9,7,3,eireganém,iRjaném,MENAGERIE,8,6,0,0,0,0,CVCVCCV,NVNVZLV,2.58
mendiant,mâdïâ,NO,m,,1433,-2,-2,0,0,0,0,0,8,5,2,tnaidnem,âïdâm,MENDIANT,9,6,1,1,1,0,CVCYV,NVBYV,2.98
mendiant,mâdïâ,AJ,m,,-1,-2,-2,0,0,0,0,0,8,5,2,tnaidnem,âïdâm,MENDIANT,9,6,1,1,1,0,CVCYV,NVBYV,2.98
mendiante,mâdïât,NO,f,,-1,-2,-2,0,0,0,0,0,9,6,2,etnaidnem,tâïdâm,MENDIANTE,9,6,1,1,1,0,CVCYVC,NVBYVP,2.95
mendiante,mâdïât,AJ,f,,-1,-2,-2,0,0,0,0,0,9,6,2,etnaidnem,tâïdâm,MENDIANTE,9,6,1,1,1,0,CVCYVC,NVBYVP,2.95
mendicité,mâdisité,NO,f,,123,123,209,0,0,0,0,0,9,8,4,éticidnem,étisidâm,MENDICITE,6,5,0,0,0,0,CVCVCVCV,NVBVSVPV,2.83
mendier,mâdïé,VB,,,421,421,262,0,0,0,0,0,7,5,2,reidnem,éïdâm,MENDIER,6,5,0,0,0,1,CVCYV,NVBYV,3.11
mendigot,mâdigO,NO,m,,42,42,163,0,0,0,0,0,8,6,3,togidnem,Ogidâm,MENDIGOT,9,6,0,0,0,0,CVCVCV,NVBVBV,2.56
mendigote,mâdigot,NO,f,,-1,42,163,0,0,0,0,0,9,7,3,etogidnem,togidâm,MENDIGOTE,10,8,0,0,0,0,CVCVCVC,NVBVBVP,2.67
mendigoter,mâdigoté,VB,,,8,8,95,0,0,0,0,0,10,8,4,retogidnem,étogidâm,MENDIGOTER,10,8,0,0,0,0,CVCVCVCV,NVBVBVPV,2.79
menées,m^né,NO,f,p,161,161,220,0,0,0,0,0,6,4,2,seénem,én^m,MENEES,4,4,0,0,1,0,CVCV,NVNV,2.64
mener,m^né,VB,,,12260,12260,408,0,0,0,0,0,5,4,2,renem,én^m,MENER,5,4,0,0,1,1,CVCV,NVNV,3.24
ménestrel,ménèstRèl,NO,m,,42,42,163,0,0,0,0,0,9,9,3,lertseném,lèRtsèném,MENESTREL,4,4,0,0,0,0,CVCVCCCVC,NVNVSPLVL,2.72
ménétrier,ménétRiïé,NO,m,,29,29,147,0,0,0,0,0,9,9,4,reirténém,éïiRténém,MENETRIER,4,4,0,0,0,0,CVCVCCVYV,NVNVPLVYV,2.76
meneur,m^neR,NO,m,,319,319,250,0,0,0,0,0,6,5,2,ruenem,Ren^m,MENEUR,6,4,0,0,0,3,CVCVC,NVNVL,3.14
meneuse,m^nEz,NO,f,,-1,319,250,0,0,0,0,0,7,5,2,esuenem,zEn^m,MENEUSE,6,4,0,0,0,0,CVCVC,NVNVZ,3.04
menhir,méniR,NO,m,,63,63,180,0,0,0,0,0,6,5,2,rihnem,Riném,MENHIR,4,5,0,0,0,1,CVCVC,NVNVL,2.69
méninge,ménêj,NO,f,,42,42,163,0,0,0,0,0,7,5,2,egniném,jêném,MENINGE,7,6,0,0,0,1,CVCVC,NVNVZ,2.55
méningé,ménêjé,AJ,m,,4,4,69,0,0,0,0,0,7,6,3,égniném,éjêném,MENINGE,8,6,0,0,1,1,CVCVCV,NVNVZV,2.37
méningée,ménêjé,AJ,f,,-1,4,69,0,0,0,0,0,8,6,3,eégniném,éjêném,MENINGEE,8,6,0,0,1,0,CVCVCV,NVNVZV,2.34
méningite,ménêjit,NO,f,,102,102,201,0,0,0,0,0,9,7,3,etigniném,tijêném,MENINGITE,7,6,0,0,0,0,CVCVCVC,NVNVZVP,2.62
ménisque,ménisk^,NO,m,,-1,-1,-1,0,1,0,0,0,8,7,3,euqsiném,^ksiném,MENISQUE,5,5,0,0,0,0,CVCVCCV,NVNVSPV,2.69
ménopause,ménopOz,NO,f,,25,25,141,0,0,0,0,0,9,7,3,esuaponém,zOponém,MENOPAUSE,4,4,0,0,0,0,CVCVCVC,NVNVPVZ,2.43
menotte,m^not,NO,f,,229,229,236,0,0,0,0,0,7,5,2,ettonem,ton^m,MENOTTE,4,4,0,0,0,0,CVCVC,NVNVP,2.81
mensonge,mâsôj,NO,m,,6900,6900,383,0,0,0,0,0,8,5,2,egnosnem,jôsâm,MENSONGE,9,6,0,0,0,0,CVCVC,NVSVZ,2.86
mensonger,mâsôjé,AJ,m,,421,421,262,0,0,0,0,0,9,6,3,regnosnem,éjôsâm,MENSONGER,9,6,0,0,0,0,CVCVCV,NVSVZV,2.94
mensongère,mâsôjèR,AJ,f,,-1,421,262,0,0,0,0,0,10,7,3,erègnosnem,Rèjôsâm,MENSONGERE,8,6,0,0,0,0,CVCVCVC,NVSVZVL,2.36
menstruation,mâstRyAsïô,NO,f,,8,8,95,0,0,0,0,0,12,10,4,noitaurtsnem,ôïsAyRtsâm,MENSTRUATION,8,7,0,0,0,0,CVCCCVVCYV,NVSPLVVSYV,2.93
menstruel,mâstRyèl,AJ,m,,4,4,69,0,0,0,0,0,9,8,3,leurtsnem,lèyRtsâm,MENSTRUEL,10,7,0,0,1,1,CVCCCVVC,NVSPLVVL,2.86
menstruelle,mâstRyèl,AJ,f,,-1,4,69,0,0,0,0,0,11,8,3,elleurtsnem,lèyRtsâm,MENSTRUELLE,10,7,0,0,1,0,CVCCCVVC,NVSPLVVL,2.97
menstrues,mâstRy,NO,f,p,4,4,69,0,0,0,0,0,9,6,2,seurtsnem,yRtsâm,MENSTRUES,9,7,0,0,0,1,CVCCCV,NVSPLV,2.93
mensualité,mâsÿalité,NO,f,,106,106,202,0,0,0,0,0,10,9,4,étilausnem,étilaÿsâm,MENSUALITE,6,5,0,0,0,1,CVCYVCVCV,NVSYVLVPV,2.77
mensuel,mâsÿèl,NO,m,,242,-2,-2,0,0,0,0,0,7,6,2,leusnem,lèÿsâm,MENSUEL,8,7,1,1,3,1,CVCYVC,NVSYVL,2.78
mensuel,mâsÿèl,AJ,m,,-1,-2,-2,0,0,0,0,0,7,6,2,leusnem,lèÿsâm,MENSUEL,8,7,1,1,3,1,CVCYVC,NVSYVL,2.78
mensuelle,mâsÿèl,NO,f,,-1,-2,-2,0,0,0,0,0,9,6,2,elleusnem,lèÿsâm,MENSUELLE,10,7,1,1,3,1,CVCYVC,NVSYVL,2.95
mensuelle,mâsÿèl,AJ,f,,-1,-2,-2,0,0,0,0,0,9,6,2,elleusnem,lèÿsâm,MENSUELLE,10,7,1,1,3,1,CVCYVC,NVSYVL,2.95
mensuellement,mâsÿèlmâ,AV,,,17,17,125,0,0,0,0,0,13,8,3,tnemelleusnem,âmlèÿsâm,MENSUELLEMENT,10,7,0,0,0,0,CVCYVCCV,NVSYVLNV,3.00
mensuration,mâsyRAsïô,NO,f,,46,46,167,0,0,0,0,0,11,9,4,noitarusnem,ôïsARysâm,MENSURATION,6,4,0,0,0,0,CVCVCVCYV,NVSVLVSYV,2.98
mental,mâtal,AJ,m,,4105,4105,361,0,0,0,0,0,6,5,2,latnem,latâm,MENTAL,7,6,0,0,1,1,CVCVC,NVPVL,2.98
mentale,mâtal,AJ,f,,-1,4105,361,0,0,0,0,0,7,5,2,elatnem,latâm,MENTALE,8,6,0,0,1,1,CVCVC,NVPVL,3.10
mentalement,mâtalmâ,AV,,,463,463,266,0,0,0,0,0,11,7,3,tnemelatnem,âmlatâm,MENTALEMENT,8,6,0,0,0,0,CVCVCCV,NVPVLNV,3.10
mentalité,mâtalité,NO,f,,740,740,286,0,0,0,0,2,9,8,4,étilatnem,étilatâm,MENTALITE,7,6,0,0,0,0,CVCVCVCV,NVPVLVPV,2.95
mentaux,mâtO,AJ,m,p,-1,4105,361,0,0,0,0,0,7,4,2,xuatnem,Otâm,MENTAUX,6,4,0,0,1,1,CVCV,NVPV,2.94
menterie,mâtRi,NO,f,,80,80,190,0,0,0,0,0,8,5,2,eiretnem,iRtâm,MENTERIE,6,4,0,0,0,0,CVCCV,NVPLV,3.05
menteur,mâteR,NO,m,,1552,-2,-2,0,0,0,0,0,7,5,2,ruetnem,Retâm,MENTEUR,7,4,1,1,1,4,CVCVC,NVPVL,3.19
menteur,mâteR,AJ,m,,-1,-2,-2,0,0,0,0,0,7,5,2,ruetnem,Retâm,MENTEUR,7,4,1,1,1,4,CVCVC,NVPVL,3.19
menteuse,mâtEz,NO,f,,-1,-2,-2,0,0,0,0,0,8,5,2,esuetnem,zEtâm,MENTEUSE,7,4,1,1,1,3,CVCVC,NVPVZ,3.10
menteuse,mâtEz,AJ,f,,-1,-2,-2,0,0,0,0,0,8,5,2,esuetnem,zEtâm,MENTEUSE,7,4,1,1,1,3,CVCVC,NVPVZ,3.10
menthe,mât,NO,f,,331,331,252,0,0,0,0,0,6,3,1,ehtnem,tâm,MENTHE,6,4,0,0,1,0,CVC,NVP,2.73
menthol,mâtol,NO,m,,8,8,95,0,0,0,0,0,7,5,2,lohtnem,lotâm,MENTHOL,8,6,0,0,0,0,CVCVC,NVPVL,2.51
mentholé,mâtolé,AJ,m,,-1,-1,-1,0,0,0,0,0,8,6,3,élohtnem,élotâm,MENTHOLE,9,6,0,0,1,0,CVCVCV,NVPVLV,2.55
mentholée,mâtolé,AJ,f,,-1,-1,-1,0,0,0,0,0,9,6,3,eélohtnem,élotâm,MENTHOLEE,9,6,0,0,1,0,CVCVCV,NVPVLV,2.56
mention,mâsïô,NO,f,,544,544,273,0,0,0,0,0,7,5,2,noitnem,ôïsâm,MENTION,8,5,0,0,0,0,CVCYV,NVSYV,3.19
mentionner,mâsïoné,VB,,,429,429,263,0,0,0,0,0,10,7,3,rennoitnem,énoïsâm,MENTIONNER,8,5,0,0,0,0,CVCYVCV,NVSYVNV,3.11
mentir,mâtiR,VB,,,5377,5377,373,0,0,0,0,0,6,5,2,ritnem,Ritâm,MENTIR,6,5,0,0,0,3,CVCVC,NVPVL,3.27
menton,mâtô,NO,m,,3114,3114,349,0,0,0,0,0,6,4,2,notnem,ôtâm,MENTON,7,4,0,0,0,1,CVCV,NVPV,3.08
mentonnière,mâtonïèR,NO,f,,-1,-1,-1,0,0,0,0,0,11,8,3,erèinnotnem,Rèïnotâm,MENTONNIERE,7,5,0,0,0,0,CVCVCYVC,NVPVNYVL,2.45
mentor,mêtoR,NO,m,,55,55,174,0,0,0,0,0,6,5,2,rotnem,Rotêm,MENTOR,6,4,0,0,0,2,CVCVC,NVPVL,2.72
menu,m^ny,NO,m,,3003,-2,-2,0,0,0,1,0,4,4,2,unem,yn^m,MENU,5,4,1,1,2,2,CVCV,NVNV,2.84
menu,m^ny,AJ,m,,-1,-2,-2,0,0,0,0,0,4,4,2,unem,yn^m,MENU,5,4,1,1,2,2,CVCV,NVNV,2.84
menue,m^ny,AJ,f,,-1,-1,-1,0,0,0,0,0,5,4,2,eunem,yn^m,MENUE,6,4,0,0,2,2,CVCV,NVNV,2.98
menuet,m^nÿè,NO,m,,80,80,190,0,0,0,0,0,6,5,2,teunem,èÿn^m,MENUET,6,5,0,0,0,0,CVCYV,NVNYV,2.91
menuiserie,m^nÿizRi,NO,f,,85,85,193,0,0,0,0,0,10,8,3,eiresiunem,iRziÿn^m,MENUISERIE,7,7,0,0,0,0,CVCYVCCV,NVNYVZLV,2.86
menuisier,m^nÿizïé,NO,m,,370,370,256,0,0,0,0,0,9,8,3,reisiunem,éïziÿn^m,MENUISIER,7,7,0,0,0,0,CVCYVCYV,NVNYVZYV,2.97
ménure,ményR,NO,m,,-1,-1,-1,0,0,0,0,0,6,5,2,eruném,Ryném,MENURE,4,4,0,0,0,0,CVCVC,NVNVL,2.64
méphistophélique,méfistofélik,AJ,h,,17,17,125,0,0,0,0,0,16,12,5,euqiléhpotsihpém,kiléfotsifém,MEPHISTOPHELIQUE,6,5,0,0,0,0,CVCVCCVCVC,NVSVSPVSVL,2.38
méphitique,méfitik,AJ,h,,17,17,125,0,0,0,0,0,10,7,3,euqitihpém,kitifém,MEPHITIQUE,6,5,0,0,0,0,CVCVCVC,NVSVPVP,2.60
méplat,mépla,NO,m,,80,80,190,0,0,0,0,0,6,5,2,talpém,alpém,MEPLAT,4,4,0,0,0,0,CVCCV,NVPLV,2.33
méprendre,mépRâdR^,VB,,,799,799,290,0,1,0,0,0,9,8,3,erdnerpém,^RdâRpém,MEPRENDRE,5,5,0,0,0,0,CVCCVCCV,NVPLVBLV,2.88
mépris,mépRi,NO,m,,6112,6036,378,0,0,0,0,0,6,5,2,sirpém,iRpém,MEPRIS,7,6,1,1,1,0,CVCCV,NVPLV,2.64
mépris,mépRi,AJ,m,,-1,76,188,0,0,0,0,0,6,5,2,sirpém,iRpém,MEPRIS,7,6,1,1,1,0,CVCCV,NVPLV,2.64
méprisable,mépRizabl^,AJ,h,,467,467,267,0,1,0,0,0,10,10,4,elbasirpém,^lbaziRpém,MEPRISABLE,8,7,0,0,0,0,CVCCVCVCCV,NVPLVZVBLV,2.71
méprisant,mépRizâ,AJ,m,,1063,1063,302,0,0,0,0,0,9,7,3,tnasirpém,âziRpém,MEPRISANT,10,8,0,0,0,0,CVCCVCV,NVPLVZV,2.81
méprisante,mépRizât,AJ,f,,-1,1063,302,0,0,0,0,0,10,8,3,etnasirpém,tâziRpém,MEPRISANTE,10,8,0,0,0,0,CVCCVCVC,NVPLVZVP,2.80
méprise,mépRiz,NO,f,,578,578,276,0,0,0,0,0,7,6,2,esirpém,ziRpém,MEPRISE,8,7,0,0,0,0,CVCCVC,NVPLVZ,2.73
mépriser,mépRizé,VB,,,5011,5011,370,0,0,0,0,0,8,7,3,resirpém,éziRpém,MEPRISER,8,7,0,0,0,0,CVCCVCV,NVPLVZV,2.83
mer,mèR,NO,f,,21416,21416,433,0,0,0,0,5,3,3,1,rem,Rèm,MER,4,4,0,0,2,6,CVC,NVL,3.40
mercanti,mèRkâti,NO,m,,42,42,163,0,0,0,0,0,8,7,3,itnacrem,itâkRèm,MERCANTI,9,8,0,0,0,0,CVCCVCV,NVLPVPV,2.67
mercantile,mèRkâtil,AJ,h,,187,187,227,0,0,0,0,0,10,8,3,elitnacrem,litâkRèm,MERCANTILE,10,9,0,0,0,0,CVCCVCVC,NVLPVPVL,2.96
mercantilisme,mèRkâtilism^,NO,m,,29,29,147,0,1,0,0,0,13,12,5,emsilitnacrem,^msilitâkRèm,MERCANTILISME,10,9,0,0,0,0,CVCCVCVCVC,NVLPVPVLVS,2.83
mercenaire,mèRs^nèR,NO,h,,314,-2,-2,0,0,0,0,0,10,8,3,erianecrem,Rèn^sRèm,MERCENAIRE,6,6,1,1,1,0,CVCCVCVC,NVLSVNVL,3.01
mercenaire,mèRs^nèR,AJ,h,,-1,-2,-2,0,0,0,0,0,10,8,3,erianecrem,Rèn^sRèm,MERCENAIRE,6,6,1,1,1,0,CVCCVCVC,NVLSVNVL,3.01
mercerie,mèRs^Ri,NO,f,,102,102,201,0,0,0,0,0,8,7,3,eirecrem,iR^sRèm,MERCERIE,6,6,0,0,0,0,CVCCVCV,NVLSVLV,2.81
merci,mèRsi,NO,h,,6428,6428,380,0,0,0,1,0,5,5,2,icrem,isRèm,MERCI,6,5,0,0,0,0,CVCCV,NVLSV,2.64
mercier,mèRsïé,NO,m,,144,144,216,0,0,0,0,0,7,6,2,reicrem,éïsRèm,MERCIER,6,6,0,0,0,1,CVCCYV,NVLSYV,2.97
mercière,mèRsïèR,NO,f,,-1,144,216,0,0,0,0,0,8,7,2,erèicrem,RèïsRèm,MERCIERE,6,6,0,0,0,0,CVCCYVC,NVLSYVL,2.12
mercredi,mèRkR^di,NO,m,,2101,2101,332,0,0,0,0,3,8,8,3,idercrem,id^RkRèm,MERCREDI,5,5,0,0,0,0,CVCCCVCV,NVLPLVBV,2.38
mercure,mèRkyR,NO,m,,650,650,281,0,0,0,0,0,7,6,2,erucrem,RykRèm,MERCURE,5,5,0,0,0,0,CVCCVC,NVLPVL,2.93
merde,mèRd^,NO,f,,1186,-2,-2,0,1,0,0,4,5,5,2,edrem,^dRèm,MERDE,6,5,1,1,1,1,CVCCV,NVLBV,3.07
merde,mèRd^,IN,,,-1,-2,-2,0,1,0,0,0,5,5,2,edrem,^dRèm,MERDE,6,5,1,1,1,1,CVCCV,NVLBV,3.07
merdeuse,mèRdEz,NO,f,,-1,-2,-2,0,0,0,0,0,8,6,2,esuedrem,zEdRèm,MERDEUSE,7,6,1,1,1,0,CVCCVC,NVLBVZ,2.88
merdeuse,mèRdEz,AJ,f,,-1,-2,-2,0,0,0,0,0,8,6,2,esuedrem,zEdRèm,MERDEUSE,7,6,1,1,1,0,CVCCVC,NVLBVZ,2.88
merdeux,mèRdE,NO,m,,34,-2,-2,0,0,0,0,0,7,5,2,xuedrem,EdRèm,MERDEUX,7,6,1,1,1,0,CVCCV,NVLBV,2.84
merdeux,mèRdE,AJ,m,,-1,-2,-2,0,0,0,0,0,7,5,2,xuedrem,EdRèm,MERDEUX,7,6,1,1,1,0,CVCCV,NVLBV,2.84
merdier,mèRdïé,NO,m,,-1,-1,-1,0,0,0,0,0,7,6,2,reidrem,éïdRèm,MERDIER,5,5,0,0,0,3,CVCCYV,NVLBYV,2.96
merdoyer,mèRdüaïé,VB,,,-1,-1,-1,0,0,0,0,0,8,8,3,reyodrem,éïaüdRèm,MERDOYER,5,5,0,0,0,1,CVCCYVYV,NVLBYVYV,2.56
mère,mèR,NO,f,,47903,47903,468,0,0,0,0,5,4,3,1,erèm,Rèm,MERE,5,4,0,0,2,6,CVC,NVL,1.31
mère-grand,mèRgRâ,NO,f,,8,8,95,0,0,0,0,0,10,6,2,dnarg-erèm,âRgRèm,MERE-GRAND,5,4,0,0,0,0,CVCCCV,NVLBLV,1.76
méridien,méRidïê,NO,m,,161,-2,-2,0,0,0,0,0,8,7,3,neidirém,êïdiRém,MERIDIEN,9,7,1,1,1,0,CVCVCYV,NVLVBYV,2.71
méridien,méRidïê,AJ,m,,-1,-2,-2,0,0,0,0,0,8,7,3,neidirém,êïdiRém,MERIDIEN,9,7,1,1,1,0,CVCVCYV,NVLVBYV,2.71
méridienne,méRidïèn,NO,f,,-1,-3,-3,0,0,0,0,0,10,8,3,enneidirém,nèïdiRém,MERIDIENNE,9,7,1,1,1,0,CVCVCYVC,NVLVBYVN,2.82
méridienne,méRidïèn,AJ,f,,-1,-1,-1,0,0,0,0,0,10,8,3,enneidirém,nèïdiRém,MERIDIENNE,9,7,1,1,1,0,CVCVCYVC,NVLVBYVN,2.82
méridional,méRidïonal,NO,m,,-1,-2,-2,0,0,0,0,0,10,10,4,lanoidirém,lanoïdiRém,MERIDIONAL,11,9,1,1,3,0,CVCVCYVCVC,NVLVBYVNVL,2.66
méridional,méRidïonal,AJ,m,,714,-2,-2,0,0,0,0,0,10,10,4,lanoidirém,lanoïdiRém,MERIDIONAL,11,9,1,1,3,0,CVCVCYVCVC,NVLVBYVNVL,2.66
méridionale,méRidïonal,NO,f,,-1,-2,-2,0,0,0,0,0,11,10,4,elanoidirém,lanoïdiRém,MERIDIONALE,11,9,1,1,3,0,CVCVCYVCVC,NVLVBYVNVL,2.76
méridionale,méRidïonal,AJ,f,,-1,-2,-2,0,0,0,0,0,11,10,4,elanoidirém,lanoïdiRém,MERIDIONALE,11,9,1,1,3,0,CVCVCYVCVC,NVLVBYVNVL,2.76
